host_id,host_name,host_since,host_response_rate,host_acceptance_rate,host_is_superhost
15361574,Sabour,2014-05-11,1,1,f
3253900,Han,2012-08-14,,,f
24483023,Ryan,2014-12-04,,,f
9539652,Maxime,2013-10-20,1,1,f
1031832,Yoav,2011-08-28,0.88,1,f
15482624,Mayke,2014-05-13,0.83,1,f
22605509,Sander,2014-10-16,0.83,1,f
27257605,Jan-Willem,2015-02-05,1,0.83,f
26979379,Masja,2015-01-31,1,,f
4625324,Kika,2013-01-08,,,f
10379206,Amy,2013-12-02,0.7,0.5,f
14780495,Eline,2014-04-27,1,0.89,f
28806073,Zoe,2015-03-05,1,1,f
11102593,Isabelle,2014-01-07,0.86,0.75,f
8226123,Guido,2013-08-18,,,f
7417856,Iris,2013-07-11,,,f
3352757,Thomas,2012-08-23,0.8,1,f
6665907,Marthe,2013-05-31,0.75,1,f
6482017,Saskia,2013-05-20,1,1,f
5656182,Kasper,2013-03-27,1,1,f
15883023,Chris,2014-05-23,1,1,f
9381245,Menno,2013-10-12,1,1,f
14490900,Niek,2014-04-20,1,1,f
3327797,Myra,2012-08-21,1,0.18,f
1464510,Michiel,2011-12-02,0.96,0.99,f
12011600,Jeannoux,2014-02-06,0.91,0.92,f
1953328,Xaviera,2012-03-18,1,,f
669178,Sammy,2011-06-06,0.99,1,f
4383642,Mariah,2012-12-11,1,1,f
13348788,Rob,2014-03-20,1,1,f
1451657,Marco,2011-11-28,1,0.95,f
30912854,Ricky,2015-04-09,1,0.89,f
13840094,Juliette,2014-04-03,1,1,f
22363954,Dion,2014-10-10,0.71,1,f
25745744,Jolanda,2015-01-07,0.99,0.94,f
27116014,Sophia,2015-02-02,1,1,f
4642624,Inge,2013-01-09,1,0.33,f
3265028,Else,2012-08-15,1,1,t
12378207,Tom,2014-02-19,0.93,0.84,f
24329746,Stella,2014-11-30,0.67,1,f
14479033,Thijs,2014-04-19,,,f
4443833,Nova Houseboat Amsterdam,2012-12-19,0.9,1,f
1301956,Arif,2011-10-17,1,1,f
20297872,Ruud,2014-08-20,,,f
5330248,Ellis,2013-03-05,1,0.89,f
18627407,Dirk,2014-07-22,0.97,0.76,f
18786557,Esther,2014-07-24,1,1,f
27765954,Matthijs,2015-02-15,1,,f
43191575,Johanna,2015-09-02,,,f
4418661,MariaVittoria,2012-12-16,1,1,f
21903890,Elisabeth,2014-09-29,0.9,1,f
25745744,Jolanda,2015-01-07,0.99,0.94,f
30213840,Inga,2015-03-29,1,0.93,t
4290554,Joyce,2012-11-30,1,1,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
35474882,Christel,2015-06-10,0.91,1,f
2439449,Henriette,2012-05-22,1,1,t
29975633,Susanne,2015-03-25,0.9,0.89,f
21672202,Roelof,2014-09-23,1,1,t
14183886,Si Si Claro Amsterdam,2014-04-12,0.96,0.98,f
21168948,Dijana,2014-09-10,1,1,f
756526,Hester,2011-06-29,1,1,f
39723343,Isabel,2015-07-27,1,1,f
9088684,Aintzane,2013-09-27,0.9,0.89,f
21675571,Jet,2014-09-23,0.83,1,f
10819703,Lisette,2013-12-26,0.29,0.67,f
1443724,Roger,2011-11-26,0.93,1,f
31401492,Mariette,2015-04-17,1,1,f
31018076,Family,2015-04-11,0.5,,f
38665818,Youk,2015-07-16,0.9,1,f
19614103,Nanja,2014-08-07,1,,f
5592089,Rose,2013-03-23,0.9,0.29,f
38988525,Sennur,2015-07-20,1,1,f
26619532,R,2015-01-24,0.95,0.92,f
4046777,Sigrid,2012-11-03,,,f
25543236,Jonas,2015-01-03,0.94,0.75,f
35262430,Nikki,2015-06-08,1,1,f
7926545,Wessel,2013-08-04,0.67,0.5,f
10380915,Jurjen,2013-12-02,1,0.43,f
13882151,Nikki,2014-04-04,1,1,f
8040823,Aletta & Michiel,2013-08-09,0.9,0.6,f
7493936,Iris,2013-07-15,0.47,1,f
240194,Alexander,2010-09-20,0.97,0.55,f
4364912,Anke,2012-12-09,0.62,0.7,f
8873764,Petra,2013-09-16,0.4,1,f
4331233,Fleur,2012-12-05,0.5,0.71,f
2166121,Maartje,2012-04-18,0.83,0.55,f
32610251,Carola,2015-05-04,1,0.94,f
15118667,Tom,2014-05-05,1,0.83,f
8162529,Carola,2013-08-14,1,0.5,t
2329564,Gedas,2012-05-09,0.94,0.84,f
31590693,Eleshea,2015-04-20,0.88,1,f
21744523,Koen,2014-09-24,0.87,1,f
10365673,Nicole,2013-12-01,1,0.63,f
7237873,Wendy,2013-07-02,1,1,t
35061859,Rob,2015-06-05,1,1,f
11652524,Marcel Quint,2014-01-26,,,f
2985908,Madelijn,2012-07-19,0.75,0.75,f
6790931,Amanda,2013-06-07,0.8,0.67,t
1408706,Daan,2011-11-15,1,0.8,f
23809573,Merel,2014-11-16,0.4,0.75,f
9783894,Marieke,2013-11-03,1,0.67,f
6873206,Marlous & Michiel,2013-06-12,1,1,f
77484,Annelies,2010-02-04,1,0.99,f
5755515,Barak,2013-04-03,0.96,1,f
5902496,Eoin,2013-04-13,1,1,f
39113987,BnB-Beheer,2015-07-21,1,0.95,f
35869223,Gilian,2015-06-15,0.8,,f
517215,Beheer Mijn Huis,2011-04-18,1,0.95,f
3278380,Erwin,2012-08-16,1,0.82,f
9281957,Victorien,2013-10-07,0.67,0,f
29510787,Renate,2015-03-17,1,0.5,f
1464510,Michiel,2011-12-02,0.96,0.99,f
24654457,Barry,2014-12-09,0.57,1,f
15855804,Loes,2014-05-22,1,1,f
13994527,Bart,2014-04-07,1,1,f
2908485,Luis,2012-07-11,1,0.5,f
1924176,Ana,2012-03-14,0.9,1,f
26636735,Marije,2015-01-24,,,f
5058598,Jolien,2013-02-12,0.94,1,f
10436652,Heike,2013-12-04,0.58,0.9,f
20251646,Anne,2014-08-19,1,,f
15683489,Jim,2014-05-18,1,0.86,f
2906532,Roosien,2012-07-11,,,f
3170882,Quentin,2012-08-06,0.92,0.8,f
7275820,Vanessa,2013-07-04,0.8,0.25,f
8621743,Hayo,2013-09-04,0.95,0.48,f
24934145,Larry,2014-12-17,,,f
29727627,Alfred,2015-03-21,,,f
17651861,Charlotte,2014-07-04,1,0.33,f
10949577,Ingrid,2014-01-01,1,1,f
17184915,Dirk,2014-06-24,1,,f
30273479,Marie,2015-03-30,0.9,0.67,f
1987453,Marieke,2012-03-22,1,0.6,f
37920851,Eugene,2015-07-08,1,1,f
8210043,Sabina,2013-08-17,0.6,0.67,f
37913551,Rowan,2015-07-08,1,0.67,f
25862716,Chantal,2015-01-09,0.7,1,f
488009,Vivian,2011-04-06,0.94,1,f
191384,Pascal,2010-08-04,1,0.43,f
31864995,Yvonne,2015-04-24,1,1,t
23731930,Oleg,2014-11-14,,,f
21773821,Vicki,2014-09-25,1,1,f
39143552,Mayonne,2015-07-21,0.98,1,f
34296674,Cedric,2015-05-26,0.79,0.82,f
2358181,Dayanara,2012-05-13,1,1,f
10776192,Daniel,2013-12-23,0.78,0.84,f
2667619,Minouk & Kristof,2012-06-18,0.89,0.86,f
1221398,Michelia,2011-09-28,0.9,0.93,f
26809870,Phillip,2015-01-27,0.96,0.97,f
34569246,Ida,2015-05-30,1,0,f
41609245,Max,2015-08-16,1,1,f
11267601,Ingeborg En Thomas,2014-01-13,1,1,f
2737834,Sophia,2012-06-25,1,1,f
36886241,Ambrose,2015-06-27,1,1,f
34251015,Alain,2015-05-26,1,1,f
16995422,Filip,2014-06-19,0.95,0.95,f
20484737,Yvette,2014-08-24,1,1,f
30184619,Joanne,2015-03-29,,,f
10862247,Sabrina,2013-12-28,0.92,0.75,f
16080237,Daniel,2014-05-28,0.33,0,f
14094347,Jie,2014-04-09,0.75,,f
5018334,Sun,2013-02-08,0.64,1,f
26343929,Peter,2015-01-19,0.57,0.5,f
7742206,Ilse,2013-07-26,1,1,f
322653,RoAnne,2010-12-19,0.43,0.92,f
10542948,Esther,2013-12-10,0.9,0.86,f
26343929,Peter,2015-01-19,0.57,0.5,f
9030081,Michiel,2013-09-24,1,0.6,t
11074944,Vincent,2014-01-06,0.9,0.6,f
42917978,Jan,2015-08-30,,,f
11203738,Rosa,2014-01-11,1,1,f
27735648,Theo,2015-02-14,1,1,t
23730022,Jakob,2014-11-14,0.5,0,f
28286241,Femke,2015-02-24,1,0.92,t
14445513,Anne,2014-04-18,,,f
788622,Gianluca,2011-07-07,1,1,f
32178632,Omerico,2015-04-29,1,1,t
7387847,Francesco,2013-07-09,1,0.33,f
3705638,Stephan En Arda,2012-09-29,0.89,0.83,f
517215,Beheer Mijn Huis,2011-04-18,1,0.95,f
11959987,Patrick,2014-02-05,0.83,0.33,f
27306693,Richard,2015-02-06,1,0.33,f
6125593,LiliKooijman,2013-04-28,1,1,f
14495563,Rob,2014-04-20,1,0,f
26121825,Manon,2015-01-14,1,1,f
2178991,Keren & Azi,2012-04-19,0.75,1,f
5996240,Ingar,2013-04-19,1,1,f
10106174,Sarah,2013-11-18,0.67,1,f
35855092,Ronald,2015-06-15,0.9,0.94,f
13301137,Luke,2014-03-19,0.67,1,f
2785362,Francisco,2012-06-30,1,1,f
30997987,Gerda,2015-04-11,1,1,f
30269911,Mojgan,2015-03-30,1,1,f
26343929,Peter,2015-01-19,0.57,0.5,f
26343929,Peter,2015-01-19,0.57,0.5,f
2353633,Burney,2012-05-12,1,1,f
7807364,Ilse,2013-07-29,1,0,f
15528045,Suffian,2014-05-14,1,1,f
31058178,Ilanith,2015-04-12,0.83,1,f
37932694,Ino,2015-07-08,0.86,1,f
9331818,Michael,2013-10-09,1,0.53,t
35298878,Brenda,2015-06-08,1,0.85,f
24583746,Franck,2014-12-07,0.89,1,f
2126410,Kejal,2012-04-12,,1,f
21241176,Cees,2014-09-12,1,0.83,f
11616877,Peter,2014-01-25,,,f
33831625,Ester,2015-05-20,0.83,0.83,f
37209574,Ingrid,2015-07-01,1,1,f
16827244,Celine,2014-06-15,1,0.93,f
6405759,Hrsak,2013-05-15,0.71,1,f
6999042,Douwe&Niki,2013-06-19,1,1,f
35532713,Jari,2015-06-11,0.89,1,f
9132328,Jasmina,2013-09-30,1,0.76,f
8743960,Eelco&Nina,2013-09-10,0.9,1,f
31864995,Yvonne,2015-04-24,1,1,t
1401624,Arianne,2011-11-13,0.8,0.83,f
8851707,Nancy,2013-09-15,1,1,f
32507131,Sanja,2015-05-03,1,0.9,t
6002859,Meike,2013-04-19,1,0.88,f
32507131,Sanja,2015-05-03,1,0.9,t
20767848,Lorraine,2014-08-31,0.9,0.64,f
10130216,Jimmy,2013-11-19,0.5,0.74,f
20398617,Maurice,2014-08-22,1,0.93,f
556616,Nessie,2011-05-04,1,0.5,f
30954163,Ilan,2015-04-10,0.86,0.67,f
42828858,Saskia,2015-08-29,,,f
31723830,L.K.,2015-04-22,,,f
2178991,Keren & Azi,2012-04-19,0.75,1,f
33135708,Andrea,2015-05-11,0.06,1,f
30200234,Arle,2015-03-29,1,,f
22598605,Michael,2014-10-16,1,0,f
4462899,Daniel,2012-12-21,1,1,f
19029375,Rutger,2014-07-28,,,f
191384,Pascal,2010-08-04,1,0.43,f
556616,Nessie,2011-05-04,1,0.5,f
5158480,Margarita,2013-02-20,1,1,f
10449806,Thadeo,2013-12-05,0.89,1,f
15939679,Rozita,2014-05-24,1,0.82,f
33826664,M,2015-05-20,1,1,t
8851707,Nancy,2013-09-15,1,1,f
22155641,Robert,2014-10-05,1,0.75,f
6426391,Eleonore,2013-05-16,,,f
17993082,Giorgio,2014-07-12,0.91,1,f
31035756,Emad,2015-04-11,1,1,f
31530544,Ferenc,2015-04-19,1,0.8,f
13652696,Nicole,2014-03-29,0.9,1,f
24361189,Yaron,2014-12-01,,,f
13531082,Michiel,2014-03-25,0.71,1,f
35158599,Bella,2015-06-06,0.74,1,f
37542694,Andrea,2015-07-05,0.5,0.79,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
11812316,Merel,2014-01-31,,,f
17952331,Jan,2014-07-11,1,0.64,f
6999042,Douwe&Niki,2013-06-19,1,1,f
2712718,Sabri Homes,2012-06-22,0.8,0.75,f
41347352,Nanouk,2015-08-13,0.88,1,f
8091375,Mattijs,2013-08-11,1,0.75,f
5825478,Lisa,2013-04-08,1,1,f
24138587,Anneloes,2014-11-25,,,f
16355757,Chloe,2014-06-03,,,f
2627630,Onno,2012-06-13,0.9,0.78,f
11173232,David,2014-01-10,,,f
7035624,Lone,2013-06-21,1,1,f
33195954,Celestina,2015-05-12,1,1,f
7672132,Pieter,2013-07-23,0.8,0.83,f
4419885,Anne-Cecile & Jeroen,2012-12-16,0.5,0.6,f
3194400,Berbara,2012-08-08,0.83,0.5,f
2651853,Floor,2012-06-16,1,,f
25348254,Wout,2014-12-29,,,f
19610167,Silvie,2014-08-07,,,f
307265,Janto,2010-12-02,0.87,0.5,f
7959475,Lilly,2013-08-05,1,,f
1232843,Harm,2011-10-01,1,1,f
12979627,Diede,2014-03-10,,,f
39789519,Mina,2015-07-28,0.57,0.89,f
1879097,Johanna,2012-03-07,,,f
5680794,Anne & Sjoerd,2013-03-29,0.8,0.6,f
1794617,Manu,2012-02-22,1,0.33,f
10486651,Mark,2013-12-07,1,0.67,t
30403337,Jennifer,2015-04-01,1,1,f
32988159,Mickelle,2015-05-09,1,,f
8788562,Bas,2013-09-12,1,1,f
1464510,Michiel,2011-12-02,0.96,0.99,f
6508671,Gerard,2013-05-21,1,1,f
5669252,Marian,2013-03-28,0.7,1,f
229241,Dirk,2010-09-09,1,0.93,f
276959,Lisa,2010-11-02,0.5,0.6,f
2035506,Janto (B),2012-03-30,0.56,,f
2168901,Nadeschda,2012-04-18,1,,f
3184417,Willemien,2012-08-07,0.67,,f
3867472,Daria And Coen,2012-10-14,0.3,1,f
4291496,Niels & Sofia,2012-11-30,0.9,0.5,f
7403304,Natascha,2013-07-10,,1,f
5051562,Leonoor,2013-02-11,1,0.29,f
10045869,Barbara,2013-11-16,1,0.62,t
20786453,Lithal,2014-09-01,1,1,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
26337918,Margie,2015-01-19,1,0,f
2002999,Livia,2012-03-25,0.9,0.91,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
35151438,Nienke,2015-06-06,1,0.8,f
2331953,Foppe,2012-05-09,1,1,f
8543234,Priscilla,2013-08-31,0.58,1,f
38637115,Joseph,2015-07-16,0.97,0.96,f
5461945,Stefan,2013-03-14,1,0.77,f
12184238,Myrthe,2014-02-12,1,1,f
7376035,Hilde,2013-07-09,0.95,0.72,f
11334498,Bastiaan,2014-01-15,0.88,0.94,f
8543234,Priscilla,2013-08-31,0.58,1,f
20046317,Peter,2014-08-15,1,1,f
2004258,Kees,2012-03-25,0.67,0.96,f
23291552,Irene,2014-11-03,1,1,f
23849055,Chris,2014-11-17,1,0,f
6066186,Gill,2013-04-23,1,1,f
3548522,Susanne,2012-09-12,0.7,0.33,f
8543234,Priscilla,2013-08-31,0.58,1,f
7681233,Jacqueline,2013-07-23,1,1,f
2209127,Robbert,2012-04-24,0.94,0.9,f
1263981,Indra,2011-10-08,1,1,f
77484,Annelies,2010-02-04,1,0.99,f
29311072,Annemarie,2015-03-14,0.88,0.81,f
6076845,Jerome,2013-04-24,1,0.95,f
6550625,Mees,2013-05-24,1,0.79,f
42660203,Martine,2015-08-27,,,f
12856622,Gert-Jan,2014-03-06,0.83,0.9,f
3377293,Maaike,2012-08-26,1,1,t
33185372,Herman,2015-05-12,1,1,f
7404442,Nina,2013-07-10,1,1,f
2453971,Kim,2012-05-24,1,1,f
27449631,Anouk,2015-02-09,1,0.82,t
21187393,Benjamin,2014-09-10,,,f
5600787,Loes,2013-03-24,1,1,f
1829492,Fred,2012-02-29,0.91,0.91,f
2246661,Piet,2012-04-29,1,1,t
22043070,Nathalie,2014-10-02,1,1,f
21211177,Joeri,2014-09-11,0.8,1,f
11580214,Steve,2014-01-23,1,1,f
1313610,Jon,2011-10-19,1,1,f
8543234,Priscilla,2013-08-31,0.58,1,f
1609969,Inez,2012-01-15,1,0,f
2551509,Sem,2012-06-05,0.95,0.94,f
1464510,Michiel,2011-12-02,0.96,0.99,f
25745744,Jolanda,2015-01-07,0.99,0.94,f
77484,Annelies,2010-02-04,1,0.99,f
1542832,Jan-Willem,2011-12-28,1,0.84,f
3327797,Myra,2012-08-21,1,0.18,f
6610966,Matt,2013-05-28,1,0.79,f
19365623,Debra And Benjamin,2014-08-03,0.9,0.94,f
7107468,Herb,2013-06-25,1,0.89,f
11467490,Gijs,2014-01-20,1,1,f
6684750,Liselotte,2013-06-01,1,0.87,f
2064560,Har,2012-04-03,1,0.94,f
16989464,Bernadette,2014-06-19,1,1,f
16129402,Maarten,2014-05-29,1,1,f
31604824,Danny & Maaike,2015-04-20,1,1,f
1501422,Erwin,2011-12-13,0.58,1,f
19442157,Nick,2014-08-04,,,f
4131535,Ciara,2012-11-12,0.9,1,f
5320275,Andr,2013-03-04,1,1,f
12827171,Annette,2014-03-05,1,1,f
7733906,Floris,2013-07-26,1,1,t
3253639,Henriette,2012-08-14,0.7,1,f
2064560,Har,2012-04-03,1,0.94,f
18018636,Jeffrey,2014-07-12,0.92,1,t
3867553,Andrzej,2012-10-14,1,1,f
10588368,Anne Mieke,2013-12-12,1,0.5,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
1210580,Willem,2011-09-26,1,0.95,f
1155595,Alex,2011-09-14,1,1,f
1178877,Eric,2011-09-19,1,1,t
16937413,Carina,2014-06-18,1,1,f
27574885,Annemijn,2015-02-11,1,0.2,f
14874061,Lody,2014-04-29,0.8,0.92,f
40576680,Amy,2015-08-05,0.96,1,f
25423217,Joost,2014-12-31,1,1,f
229241,Dirk,2010-09-09,1,0.93,f
3897376,Oki & Frank,2012-10-17,1,1,f
13365685,Jannes,2015-09-02,,,f
13313775,Daniel,2014-03-19,1,0.88,f
4419885,Anne-Cecile & Jeroen,2012-12-16,0.5,0.6,f
5930935,Sanne,2013-04-15,0.85,1,f
12856622,Gert-Jan,2014-03-06,0.83,0.9,f
39402364,Vondelparksuites,2015-07-24,0.69,1,f
887792,Sandra,2011-07-29,0.9,0.86,f
4585541,Marcella,2013-01-04,0.89,0.96,f
11839698,Yulia,2014-02-01,,,t
31503706,Sander,2015-04-19,,,t
6076845,Jerome,2013-04-24,1,0.95,f
24283793,Qilin,2014-11-29,0.62,0.91,f
9527049,Daan,2013-10-20,1,0.8,f
2064560,Har,2012-04-03,1,0.94,f
8122713,Manel,2013-08-13,1,0,f
9733988,Fleur,2013-10-31,0.9,0.9,f
14574533,Hotel Not Hotel,2014-04-22,1,0.19,f
1934192,Agnes,2012-03-16,0.76,0.82,f
14107640,Diana,2014-04-10,0.9,1,f
4878850,Esther & Bo,2013-01-28,0.88,1,f
2699033,Barbara,2012-06-21,,,f
5476779,Janine,2013-03-15,0.78,1,f
6880220,Willem,2013-06-12,1,0.29,t
24721388,Niek,2014-12-11,1,1,f
16247651,Renate,2014-06-01,,,f
41569952,Rian,2015-08-15,0.72,0.65,f
31216692,Gijs,2015-04-14,1,1,f
37828874,Berry,2015-07-07,0.86,0.81,f
5733843,Nolle,2013-04-02,,,f
29197374,Fabian,2015-03-12,0.58,0.87,f
15782415,Flip,2014-05-20,0.88,1,f
14574533,Hotel Not Hotel,2014-04-22,1,0.19,f
14538997,Anne Marie,2014-04-21,0.81,0.84,f
1500608,"Misa, Jake And Stef",2011-12-13,0.8,0.9,f
14574533,Hotel Not Hotel,2014-04-22,1,0.19,f
14574533,Hotel Not Hotel,2014-04-22,1,0.19,f
20161104,Floor,2014-08-17,1,0.5,f
14574533,Hotel Not Hotel,2014-04-22,1,0.19,f
3209315,Joep,2012-08-09,1,1,f
7404915,Lisa,2013-07-10,0.88,0.75,f
8811608,Adrian,2013-09-13,,,f
5653198,Olivier,2013-03-27,1,0.67,f
263844,Carlos & Claudia,2010-10-17,1,0.94,f
3593032,Mlissa,2012-09-17,0.8,0.69,f
4553903,Larissa,2013-01-02,0.8,0.5,f
1660986,Norbert,2012-01-27,1,0.93,f
1313610,Jon,2011-10-19,1,1,f
5218587,Hocine,2013-02-25,0.9,0.64,f
17149026,Rick,2014-06-23,0.12,1,f
19279371,Annet,2014-08-01,1,0.88,f
17256205,Mireille,2014-06-25,,,f
1660986,Norbert,2012-01-27,1,0.93,f
2500207,Phillip,2012-05-30,1,0.73,f
24931482,Tomas,2014-12-17,0.5,,f
1298735,Carolien,2011-10-16,1,1,t
31711972,Arjen,2015-04-22,0.9,1,f
10446254,Sander,2013-12-05,1,0.6,f
822722,Valery,2011-07-15,0.25,0.67,f
11337160,Maayan,2014-01-15,1,0,t
12395516,Stephanie,2014-02-19,,,f
7256771,Andor,2013-07-03,1,1,f
27703219,Desire,2015-02-13,1,0,f
11515602,Mary-Lou,2014-01-21,0.9,1,f
6535544,H.T.,2013-05-23,0.75,0.77,f
26546664,Martijn,2015-01-22,0.7,1,f
9044401,Wanda,2013-09-25,0.9,1,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
41570990,Akkie,2015-08-15,1,1,f
805655,Boris,2011-07-11,1,0.88,f
4838365,Serge,2013-01-25,1,1,f
14622547,Kim,2014-04-23,1,1,f
10123069,Anna,2013-11-19,0.52,1,f
9506642,Meeke,2013-10-18,0.9,0.81,f
39402364,Vondelparksuites,2015-07-24,0.69,1,f
1829492,Fred,2012-02-29,0.91,0.91,f
42603212,Saar,2015-08-26,1,1,f
7671673,Maarten,2013-07-23,1,1,f
15729623,Amber,2014-05-19,1,1,f
19573036,Jelle,2014-08-06,1,1,f
15018316,Menno,2014-05-02,1,1,f
31729126,Corrie,2015-04-22,1,1,f
25697408,Hendri,2015-01-06,1,1,f
3839028,Marieke,2012-10-11,0.9,0.92,f
24864222,Nadia,2014-12-15,0.71,1,f
30118557,Rowan,2015-03-27,1,1,f
10672704,Michell,2013-12-17,1,0.69,f
5034735,Fleur,2013-02-10,,0,f
7943234,Quirine,2013-08-05,1,1,f
1464510,Michiel,2011-12-02,0.96,0.99,f
1240786,Dorus,2011-10-03,1,1,t
3327797,Myra,2012-08-21,1,0.18,f
7549904,Cody,2013-07-17,1,0.4,f
4479330,Jill,2012-12-24,0.67,0.5,f
23561579,Daniel,2014-11-10,1,1,t
3219064,Celine,2012-08-10,1,1,f
7945146,Timon,2013-08-05,0.94,0.85,f
22141436,Michiel,2014-10-05,1,1,f
2485229,Brian,2012-05-28,1,1,t
14320486,Sonny,2014-04-15,0.85,1,f
6352433,Linda & Barney,2013-05-12,1,0.58,f
30490978,Florian,2015-04-02,,,f
6999042,Douwe&Niki,2013-06-19,1,1,f
2894009,Family De Vries,2012-07-10,1,0.5,f
2219350,Lara,2012-04-25,1,1,f
6729865,Caroline,2013-06-04,0.9,1,f
3181918,Sophie,2012-08-07,1,1,f
1092788,Eve,2011-08-31,0.8,0.71,f
1725378,Olivier,2012-02-09,1,0.88,f
11650088,Wouter,2014-01-26,1,0.7,f
389623,Ric,2011-02-13,1,0.92,f
5436352,Centina,2013-03-12,0.87,0.99,f
8543234,Priscilla,2013-08-31,0.58,1,f
36272714,Frank,2015-06-20,1,1,f
9238680,Bas,2013-10-05,1,0.8,f
17296838,Lotte,2014-06-26,1,1,f
7369890,Thomas,2013-07-09,0.8,1,f
3732811,Frances,2012-10-02,0.33,1,f
6192868,Celeste,2013-05-02,1,0.93,t
14967139,Rob,2014-05-01,0.91,0.9,f
517653,Martijn,2011-04-18,0.86,1,f
8240831,Minke,2013-08-18,0.8,0.89,f
4294019,Jesse & Sabine,2012-12-01,1,0.71,f
33052591,Dimphy,2015-05-10,0.93,0.96,f
2712718,Sabri Homes,2012-06-22,0.8,0.75,f
17939075,Rosanne,2014-07-10,1,1,f
10199127,Pieter,2013-11-22,1,1,t
1769083,Sven,2012-02-18,0.67,0.8,f
6999042,Douwe&Niki,2013-06-19,1,1,f
4074819,Roelof,2012-11-06,1,1,t
31807398,Rianne,2015-04-23,1,1,f
6954354,Anne,2013-06-17,1,0.82,f
16622153,Leon,2014-06-10,1,1,t
31478238,Kiki,2015-04-18,0.67,0.91,f
19462339,Miguel,2014-08-04,0.94,0.71,f
24737931,Mark & Liselot,2014-12-11,0.97,0.93,t
33558144,Krista,2015-05-17,1,0,f
1464510,Michiel,2011-12-02,0.96,0.99,f
30901822,Math,2015-04-09,0.73,0.88,f
2702093,Sacha,2012-06-21,,,f
9751862,John,2013-11-01,0.95,0.82,f
35382707,Harriet,2015-06-09,0.88,1,f
4076439,Bart,2012-11-06,0.96,0.88,f
21351464,Sanne,2014-09-15,1,1,f
24412709,Maaike,2014-12-02,1,0.83,f
5755515,Barak,2013-04-03,0.96,1,f
15484042,Manuel Liselore And Ronja,2014-05-13,1,1,f
9331111,Mar,2013-10-09,0.9,1,f
37673753,Kitty,2015-07-06,0.9,0.95,f
10051271,Katharina,2013-11-16,,,f
17800830,Vincent,2014-07-08,0.8,1,f
25676251,Jesper,2015-01-06,,,f
6045524,Wim,2013-04-22,1,0.87,f
6810286,Guy,2013-06-09,1,0.72,f
11019275,Nick,2014-01-04,1,1,f
1210580,Willem,2011-09-26,1,0.95,f
6999042,Douwe&Niki,2013-06-19,1,1,f
18636967,Maarten,2014-07-22,0.92,0.67,f
15961904,Nicola,2014-05-25,,,f
211696,Ivar,2010-08-24,0.9,1,f
3149049,Lynne,2012-08-03,1,1,f
22157201,Onno,2014-10-05,1,1,f
17401298,Nienke,2014-06-29,1,1,f
8669271,Nick,2013-09-06,1,1,f
2302855,Miriam,2012-05-06,0.9,1,f
22940081,Jordi,2014-10-25,0.8,0.6,f
13386969,Leontien,2014-03-21,,,f
7804507,Anke,2013-07-29,0.71,0.8,f
871427,Am,2011-07-26,1,1,t
4304050,Robert,2012-12-02,1,1,f
31868622,Evita,2015-04-24,1,1,f
123414,Michele,2010-05-12,1,0.94,f
31535410,Bas,2015-04-19,1,1,f
4766762,Jessie,2013-01-19,0.94,1,f
33751866,Gabor,2015-05-19,0.6,0.5,f
37885937,Margreet,2015-07-08,1,1,f
4417231,Stephanie,2012-12-16,1,1,f
13472558,Floor,2014-03-24,1,1,f
4950256,Julie,2013-02-03,1,0.8,f
9135742,Moira,2013-09-30,0.67,0.78,f
5904998,Mathieu,2013-04-13,0.71,1,f
11483667,Karin,2014-01-20,1,0.5,t
9311975,Sander,2013-10-08,0.92,0.79,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
3115733,Tom,2012-07-31,1,0.8,f
1464510,Michiel,2011-12-02,0.96,0.99,f
9674889,Lisa,2013-10-28,,,f
22159028,Sofie,2014-10-05,0.86,1,f
10864605,Thony,2013-12-28,0.71,1,f
2707013,Jesse,2012-06-21,1,0.78,f
19122142,Alexandra,2014-07-29,1,1,f
38523871,Charlotte,2015-07-15,1,,f
5527871,Kyra,2013-03-19,1,0.23,f
3878426,Taco,2012-10-15,0.75,1,f
12959448,Elise En Stefano,2014-03-09,1,1,f
10026672,Anouschka,2013-11-15,1,0.9,f
1210580,Willem,2011-09-26,1,0.95,f
31079938,Barbara,2015-04-12,0.64,0.82,f
22479558,Robert,2014-10-13,1,0.83,f
3742898,Titia,2012-10-03,1,0.67,f
5225843,Remy,2013-02-25,1,1,f
9166182,Robbert,2013-10-01,,,t
9103042,Madelon,2013-09-28,0.93,0.9,f
3864840,Zeph,2012-10-14,1,0.8,t
14118914,Mick,2014-04-10,0.7,0.91,f
14261108,Tomas,2014-04-14,0.43,0.88,f
5679303,Annelies,2013-03-29,1,0,f
17048359,Monique,2014-06-20,0.9,0.56,f
6176660,Herman,2013-05-01,1,0.92,f
2965376,Matthew,2012-07-17,0.61,0.64,f
8359122,Ferline,2013-08-24,0.75,,f
2826599,Justin And Laura,2012-07-04,1,1,f
